ref;lat;lon;addr:full;addr:state;addr:ISO3166-2-lvl4;addr:district;addr:municipality;addr:city;addr:road;addr:postcode;fuel:lpg;fuel:diesel;fuel:octane_92;fuel:octane_95;fuel:octane_98;fuel:adblue;toilets;internet_access:wifi;generator;amenity:charging_station;service:coffee;shop;parking;compressed_air;payment:terminal;invincibility_point;amenity:fast_food;name;name:en;name:uk;brand;brand:uk;brand:en;operator;contact:phone;contact:email;contact:website;opening_hours;amenity;brand:wikidata;brand:wikipedia;contact:facebook;contact:instagram;contact:twitter;contact:tiktok;contact:youtube;contact:linkedin
15/018;46.444778;30.741806;"Одеська обл.; м. Одеса; Хаджибейський р-н; вул. Фонтанська дорога; 4-А";Одеська область;UA-51;Хаджибейський;Одеська міська громада;м. Одеса;вулиця Фонтанська дорога 4-А;65030;;yes;yes;yes;yes;;yes;;yes;;yes;;yes;yes;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
15/019;46.526667;30.730194;"Одеська обл.; м. Одеса; Пересипський р-н; вул. Чорноморського козацтва; 80";Одеська область;UA-51;Пересипський;Одеська міська громада;м. Одеса;вулиця Чорноморського козацтва ;65003;;yes;yes;yes;yes;yes;yes;yes;yes;;;;yes;yes;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
15/020;46.456667;30.706722;"Одеська обл.; м. Одеса; Хаджибейський р-н; вул. Балківська; 211";Одеська область;UA-51;Хаджибейський;Одеська міська громада;м. Одеса;вулиця Балківська 211;65017;;yes;yes;yes;yes;;yes;yes;yes;;;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
15/021;46.450806;30.660028;"Одеська обл.; м. Одеса; Хаджибейський р-н; Овідіопольська дорога; 3/1";Одеська область;UA-51;Хаджибейський;Одеська міська громада;м. Одеса; Овідіопольська дорога 45294;65110;;yes;yes;yes;yes;yes;yes;yes;yes;;;;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
15/022;46.609917;30.821444;"Одеська обл.; Одеський р-н; с. Фонтанка; шосе 21 км Старокиївського шосе; буд. 5";Одеська область;UA-51;Одеський;Одеська міська громада;с. Фонтанка;шосе Старокиївське 21км;67582;;yes;yes;yes;yes;yes;yes;yes;yes;;yes;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
15/023;45.826306;29.609944;"Одеська обл.; Білгород-Дністровський р-н; м. Татарбунари; вул. Степова; 4";Одеська область;UA-51;Білгород-Дністровський;Татарбунарська міська громада;м. Татарбунари;вулиця Степова 4;68100;;yes;yes;yes;yes;yes;yes;;yes;;;;;yes;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
15/025;46.585528;30.771111;"Одеська обл.; Одеський р-н; с. Корсунці; вул. Одеська; 1-Б";Одеська область;UA-51;Одеський;Одеська міська громада;с. Корсунці;вулиця Одеська 1-Б;65583;;yes;yes;yes;yes;yes;yes;;yes;;;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
15/026;45.468778;28.2945;"Одеська обл.; Ізмаїльський р-н; м. Рені; вул. Болградська; буд. 121-А";Одеська область;UA-51;Ізмаїльський;Ренійська міська громада;м. Рені;вулиця Болградська 121-А;68800;yes;yes;yes;yes;yes;yes;yes;;yes;;;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
15/027;46.464194;30.688;"Одеська обл.; м. Одеса; Хаджибейський р-н; вул. Василя Стуса ; 2-А";Одеська область;UA-51;Хаджибейський;Одеська міська громада;м. Одеса;вулиця Василя Стуса 2-А;65033;;yes;yes;yes;yes;;yes;;yes;;;;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
15/028;46.652278;31.139583;"Одеська обл.; Одеський р-н; с. Сичавка; 52-й км Одеса-Миколаїв; буд. 1";Одеська область;UA-51;Одеський;Южненська міська громада;с. Сичавка;  ;67555;;yes;yes;yes;yes;yes;yes;;yes;;;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
15/030;46.153833;30.341167;"Одеська обл.; Білгород-Дністровський р-н; с.Салгани; вул. Шабська; 20-А";Одеська область;UA-51;Білгород-Дністровський;Шабівська сільська громада;с. Салгани;вулиця Шабська 20-А;67708;;yes;yes;yes;yes;;yes;;yes;;;;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
15/031;46.177833;30.294083;"Одеська обл.; Білгород-Дністровський р-н; с. Бритівка; вул. Центральна; 2-А";Одеська область;UA-51;Білгород-Дністровський;Шабівська сільська громада;с. Бритівка;вулиця Центральна 2-А;67755;;yes;yes;yes;yes;yes;yes;;yes;;;;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
15/032;46.564194;30.809194;"Одеська обл.; Лиманський р-н; с. Крижанівка; вул. Миколаївська; буд. 32";Одеська область;UA-51;Одеський;Фонтанська сільська громада;с. Крижанівка;вулиця Миколаївська 32;67562;;yes;yes;yes;yes;;yes;yes;yes;;;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
15/033;46.464083;30.688806;"Одеська обл.; м. Одеса; Хаджибейський р-н; вул. Василя Стуса; 3";Одеська область;UA-51;Хаджибейський;Одеська міська громада;м. Одеса;вулиця Василя Стуса 3;65033;;yes;yes;yes;yes;;yes;;yes;;;;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
16/001;49.101139;33.416056;"Полтавська обл.; м. Кременчук; Автозаводський р-н; вул. Київська; 67";Полтавська область;UA-53;Автозаводський;Кременчуцька міська громада;м. Кременчук;вулиця Київська 67;39631;;yes;yes;yes;yes;;yes;;yes;;;;yes;;;yes;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
16/002;49.060083;33.4245;"Полтавська обл.; м. Кременчук; Автозаводський р-н; вул. Велика набережна; 2-А";Полтавська область;UA-53;Автозаводський;Кременчуцька міська громада;м. Кременчук;вулиця Велика Набережна 2-А;39630;;yes;yes;yes;yes;;yes;;yes;;yes;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
16/005;49.029583;33.422833;"Полтавська обл.; м. Кременчук; Автозаводський р-н; вул. Герасимовича Академіка; 58-А";Полтавська область;UA-53;Автозаводський;Кременчуцька міська громада;м. Кременчук;вулиця Герасимовича ;39619;;yes;yes;yes;yes;;yes;;yes;;;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
16/007;49.027722;33.6275;"Полтавська обл.; Кременчуцький р-н; м. Горішні Плавні; вул. Дніпровська; 11";Полтавська область;UA-53;Кременчуцький;Горішньоплавнівська міська громада;м. Горішні Плавні;вулиця Дніпровська 11;39801;;yes;yes;yes;yes;;yes;;yes;;yes;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
16/019;49.479944;32.729833;"Полтавська обл.; Кременчуцький р-н.; с. Липове; вул. Київська; 33";Полтавська область;UA-53;Кременчуцький;Градизька селищна громада;с. Липове;вулиця Київська 33;39021;yes;yes;yes;yes;yes;;yes;;yes;;;;yes;;;yes;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
16/028;49.752861;33.344333;"Полтавська обл.; Лубенський р-н.; с. Вишняки; вул. Івана Хмари; 101-А";Полтавська область;UA-53;Лубенський;Хорольська міська громада;с. Вишняки;вулиця І. Хмари 101-А;37860;yes;yes;yes;yes;yes;yes;yes;yes;yes;;;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
16/042;48.984472;33.377833;"Полтавська обл.; Кремінчуцький р-н.; с.Підгірне; вул. Ломоносова; 127";Полтавська область;UA-53;Кременчуцький;Кам'янопотоківська сільська громада;с.Підгірне;вулиця Ломоносова 127;39760;;yes;yes;yes;yes;;yes;;;;;;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
16/044;49.873778;34.026806;"Полтавська обл.; Миргородський р-н.; с-ще  Шишаки; пров. Вершина; 16";Полтавська область;UA-53;Миргородський;Шишацька селищна громада;с-ще Шишаки; пров.Вершина 16;38000;;yes;yes;yes;yes;;yes;;yes;;;;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
16/047;49.146;33.369194;"Полтавська обл.; Кременчуцький р-н.; с. Піщане; вул. Київська; 267-А";Полтавська область;UA-53;Кременчуцький;Піщанська сільська громада;с. Піщане;вулиця Київська 267-А;39701;;yes;yes;yes;yes;;yes;;;;;;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
16/048;49.125944;33.625778;"Полтавська обл.; Кременчуцький р-н; с. Кияшки; вул. Полтавська; 1-В";Полтавська область;UA-53;Кременчуцький;Горішньоплавнівська міська громада;с. Кияшки;вулиця Полтавська 1-В;39891;;yes;yes;yes;yes;yes;yes;;;;;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
16/049;50.153806;33.639444;"Полтавська обл.; Миргородський р-н.; с-ще Комишня; вул. Польова; 1";Полтавська область;UA-53;Миргородський;Комишнянська селищна громада;с-ще Комишня;вулиця Польова 1;37615;;yes;yes;yes;yes;;yes;;;;;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
16/051;50.384167;33.307389;"Полтавська обл.; Миргородський р-н; с. Млини; вул. Роменська; 5";Полтавська область;UA-53;Миргородський;Лохвицька міська громада;с. Млини;вулиця Роменська 5;37204;;yes;yes;yes;yes;yes;yes;;yes;;;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
16/054;49.645472;33.981111;"Полтавська обл.; Полтавський р-н.; с. Лобачі; вул. Київського Шоссе; 15";Полтавська область;UA-53;Полтавський;Решетилівська міська громада;с. Лобачі;вулиця Київського Шоссе 15;38420;;yes;yes;yes;yes;yes;yes;;yes;;;;yes;;;yes;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
16/060;49.152917;33.432694;"Полтавська обл.; Кременчуцький р-н; м. Кременчук; вул. Свіштовська; 43";Полтавська область;UA-53;Кременчуцький;Кременчуцька міська громада;м. Кременчук;вулиця Свіштовська 43;39622;;yes;yes;yes;yes;;yes;;yes;;;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
16/062;49.967694;34.157;"Полтавська обл.; Миргородський р-н.; с. Михайлики; вул. Євгена Коновальця; 54";Полтавська область;UA-53;Миргородський;Шишацька селищна громада;с. Михайлики;вулиця Є.Коновальця 54;38013;;yes;yes;yes;yes;;yes;;;;;;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
16/065;49.99725;32.99475;"Полтавська обл.; Лубенський р-н; м. Лубни; вул. Драгоманова; 30-А";Полтавська область;UA-53;Лубенський;Лубенська міська громада;м. Лубни;вулиця Драгоманова 30-А;37503;;yes;yes;yes;yes;yes;yes;;yes;;yes;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
16/066;49.600028;34.52875;"Полтавська обл.; м. Полтава; Київський р-н; вул. Решетилівська; 2-А";Полтавська область;UA-53;Київський;Полтавська міська громада;м. Полтава;вулиця Решетилівська 2А;36009;;yes;yes;yes;yes;yes;yes;;yes;;yes;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
16/067;49.609222;34.6175;"Полтавська обл.; м. Полтава; Подільський р-н; вул. Охтирський Шлях; 200";Полтавська область;UA-53;Подільський;Полтавська міська громада;м. Полтава;вулиця Охтирський шлях 200;36015;;yes;yes;yes;yes;;yes;;yes;;;;yes;;;yes;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
16/068;49.720361;35.166556;"Полтавська обл.; Полтавський р-н; с-ще Чутове; вул. Полтавський Шлях; 116-В";Полтавська область;UA-53;Полтавський;Чутівська селищна громада;с-ще Чутове;вулиця Полтавський шлях 116В;38803;yes;yes;yes;yes;yes;yes;yes;;yes;;;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
16/069;50.218056;32.523194;"Полтавська обл. Лубенський р-н; м. Пирятин; вул. Сумська; 2-А";Полтавська область;UA-53;Лубенський;Пирятинська міська громада;м. Пирятин;вулиця Сумська 2-А;37002;;yes;yes;yes;yes;yes;yes;;yes;;;;yes;;;yes;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
16/070;49.066806;33.439528;"Полтавська обл.; м. Кременчук; Автозаводський р-н; вул. Ярмаркова; 32";Полтавська область;UA-53;Автозаводський;Кременчуцька міська громада;м. Кременчук;вулиця Ярмаркова 32;39630;;yes;yes;yes;yes;;yes;;yes;;;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
16/071;50.378444;33.969278;"Полтавська обл.; Миргородський р-н; м. Гадяч; вул. Лохвицька; 27-А";Полтавська область;UA-53;Миргородський;Гадяцька міська громада;м. Гадяч;вулиця Лохвицька 27-А;37300;;yes;yes;yes;yes;yes;yes;;yes;;;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
